datetime,generationPower,year,month,day,hour,minute,dayofweek,dayofyear,time_idx,date
2024-08-05 07:45:00,46146.08,2024,8,5,7,45,0,218,94195.0,2024-08-05
2024-08-05 07:50:00,44685.869999999995,2024,8,5,7,50,0,218,94200.0,2024-08-05
2024-08-05 07:55:00,43649.619999999995,2024,8,5,7,55,0,218,94205.0,2024-08-05
2024-08-05 08:00:00,40458.07,2024,8,5,8,0,0,218,94210.0,2024-08-05
2024-08-05 08:05:00,37680.89,2024,8,5,8,5,0,218,94215.0,2024-08-05
2024-08-05 08:10:00,34746.979999999996,2024,8,5,8,10,0,218,94220.0,2024-08-05
2024-08-05 08:15:00,36237.3,2024,8,5,8,15,0,218,94225.0,2024-08-05
2024-08-05 08:20:00,36237.75,2024,8,5,8,20,0,218,94230.0,2024-08-05
2024-08-05 08:25:00,37015.42,2024,8,5,8,25,0,218,94235.0,2024-08-05
2024-08-05 08:30:00,35733.39,2024,8,5,8,30,0,218,94240.0,2024-08-05
2024-08-05 08:35:00,32152.17,2024,8,5,8,35,0,218,94245.0,2024-08-05
2024-08-05 08:40:00,29063.43,2024,8,5,8,40,0,218,94250.0,2024-08-05
2024-08-05 08:45:00,28201.59,2024,8,5,8,45,0,218,94255.0,2024-08-05
2024-08-05 08:50:00,28044.65,2024,8,5,8,50,0,218,94260.0,2024-08-05
2024-08-05 08:55:00,26524.11,2024,8,5,8,55,0,218,94265.0,2024-08-05
2024-08-05 09:00:00,27190.61,2024,8,5,9,0,0,218,94270.0,2024-08-05
2024-08-05 09:05:00,27078.620000000003,2024,8,5,9,5,0,218,94275.0,2024-08-05
2024-08-05 09:10:00,26026.22,2024,8,5,9,10,0,218,94280.0,2024-08-05
2024-08-05 09:15:00,23028.82,2024,8,5,9,15,0,218,94285.0,2024-08-05
2024-08-05 09:20:00,21902.96,2024,8,5,9,20,0,218,94290.0,2024-08-05
2024-08-05 09:25:00,21334.68,2024,8,5,9,25,0,218,94295.0,2024-08-05
2024-08-05 09:30:00,20335.77,2024,8,5,9,30,0,218,94300.0,2024-08-05
2024-08-05 09:35:00,19010.33,2024,8,5,9,35,0,218,94305.0,2024-08-05
2024-08-05 09:40:00,16697.84,2024,8,5,9,40,0,218,94310.0,2024-08-05
2024-08-05 09:45:00,15893.65,2024,8,5,9,45,0,218,94315.0,2024-08-05
2024-08-05 09:50:00,15390.83,2024,8,5,9,50,0,218,94320.0,2024-08-05
2024-08-05 09:55:00,14128.0,2024,8,5,9,55,0,218,94325.0,2024-08-05
2024-08-05 10:00:00,12842.529999999999,2024,8,5,10,0,0,218,94330.0,2024-08-05
2024-08-05 10:05:00,11555.86,2024,8,5,10,5,0,218,94335.0,2024-08-05
2024-08-05 10:10:00,10203.74,2024,8,5,10,10,0,218,94340.0,2024-08-05
2024-08-05 10:15:00,9277.51,2024,8,5,10,15,0,218,94345.0,2024-08-05
2024-08-05 10:20:00,8073.59,2024,8,5,10,20,0,218,94350.0,2024-08-05
2024-08-05 10:25:00,6872.48,2024,8,5,10,25,0,218,94355.0,2024-08-05
2024-08-05 10:30:00,5339.610000000001,2024,8,5,10,30,0,218,94360.0,2024-08-05
2024-08-05 10:35:00,5053.26,2024,8,5,10,35,0,218,94365.0,2024-08-05
2024-08-05 10:40:00,4202.17,2024,8,5,10,40,0,218,94370.0,2024-08-05
2024-08-05 10:45:00,3447.6800000000003,2024,8,5,10,45,0,218,94375.0,2024-08-05
2024-08-05 10:50:00,2942.1800000000003,2024,8,5,10,50,0,218,94380.0,2024-08-05
2024-08-05 10:55:00,2536.62,2024,8,5,10,55,0,218,94385.0,2024-08-05
2024-08-05 11:00:00,2167.2200000000003,2024,8,5,11,0,0,218,94390.0,2024-08-05
2024-08-05 11:05:00,1912.93,2024,8,5,11,5,0,218,94395.0,2024-08-05
2024-08-05 11:10:00,1683.45,2024,8,5,11,10,0,218,94400.0,2024-08-05
2024-08-05 11:15:00,1471.56,2024,8,5,11,15,0,218,94405.0,2024-08-05
2024-08-05 11:20:00,1407.95,2024,8,5,11,20,0,218,94410.0,2024-08-05
2024-08-05 11:25:00,0.0,2024,8,5,11,25,0,218,94415.0,2024-08-05
2024-08-05 11:30:00,0.0,2024,8,5,11,30,0,218,94420.0,2024-08-05
2024-08-05 11:35:00,0.0,2024,8,5,11,35,0,218,94425.0,2024-08-05
2024-08-05 11:40:00,0.0,2024,8,5,11,40,0,218,94430.0,2024-08-05
2024-08-05 11:45:00,0.0,2024,8,5,11,45,0,218,94435.0,2024-08-05
2024-08-05 11:50:00,0.0,2024,8,5,11,50,0,218,94440.0,2024-08-05
2024-08-05 11:55:00,0.0,2024,8,5,11,55,0,218,94445.0,2024-08-05
2024-08-05 12:00:00,0.0,2024,8,5,12,0,0,218,94450.0,2024-08-05
2024-08-05 12:05:00,0.0,2024,8,5,12,5,0,218,94455.0,2024-08-05
2024-08-05 12:10:00,0.0,2024,8,5,12,10,0,218,94460.0,2024-08-05
2024-08-05 12:15:00,0.0,2024,8,5,12,15,0,218,94465.0,2024-08-05
2024-08-05 12:20:00,0.0,2024,8,5,12,20,0,218,94470.0,2024-08-05
2024-08-05 12:25:00,0.0,2024,8,5,12,25,0,218,94475.0,2024-08-05
2024-08-05 12:30:00,0.0,2024,8,5,12,30,0,218,94480.0,2024-08-05
2024-08-05 12:35:00,0.0,2024,8,5,12,35,0,218,94485.0,2024-08-05
2024-08-05 12:40:00,0.0,2024,8,5,12,40,0,218,94490.0,2024-08-05
2024-08-05 12:45:00,0.0,2024,8,5,12,45,0,218,94495.0,2024-08-05
2024-08-05 12:50:00,0.0,2024,8,5,12,50,0,218,94500.0,2024-08-05
2024-08-05 12:55:00,0.0,2024,8,5,12,55,0,218,94505.0,2024-08-05
2024-08-05 13:00:00,0.0,2024,8,5,13,0,0,218,94510.0,2024-08-05
2024-08-05 13:05:00,0.0,2024,8,5,13,5,0,218,94515.0,2024-08-05
2024-08-05 13:10:00,0.0,2024,8,5,13,10,0,218,94520.0,2024-08-05
2024-08-05 13:15:00,0.0,2024,8,5,13,15,0,218,94525.0,2024-08-05
2024-08-05 13:20:00,0.0,2024,8,5,13,20,0,218,94530.0,2024-08-05
2024-08-05 13:25:00,0.0,2024,8,5,13,25,0,218,94535.0,2024-08-05
2024-08-05 13:30:00,0.0,2024,8,5,13,30,0,218,94540.0,2024-08-05
2024-08-05 13:35:00,0.0,2024,8,5,13,35,0,218,94545.0,2024-08-05
2024-08-05 13:40:00,0.0,2024,8,5,13,40,0,218,94550.0,2024-08-05
2024-08-05 13:45:00,0.0,2024,8,5,13,45,0,218,94555.0,2024-08-05
2024-08-05 13:50:00,0.0,2024,8,5,13,50,0,218,94560.0,2024-08-05
2024-08-05 13:55:00,0.0,2024,8,5,13,55,0,218,94565.0,2024-08-05
2024-08-05 14:00:00,0.0,2024,8,5,14,0,0,218,94570.0,2024-08-05
2024-08-05 14:05:00,0.0,2024,8,5,14,5,0,218,94575.0,2024-08-05
2024-08-05 14:10:00,0.0,2024,8,5,14,10,0,218,94580.0,2024-08-05
2024-08-05 14:15:00,0.0,2024,8,5,14,15,0,218,94585.0,2024-08-05
2024-08-05 14:20:00,0.0,2024,8,5,14,20,0,218,94590.0,2024-08-05
2024-08-05 14:25:00,0.0,2024,8,5,14,25,0,218,94595.0,2024-08-05
2024-08-05 14:30:00,0.0,2024,8,5,14,30,0,218,94600.0,2024-08-05
2024-08-05 14:35:00,0.0,2024,8,5,14,35,0,218,94605.0,2024-08-05
2024-08-05 14:40:00,0.0,2024,8,5,14,40,0,218,94610.0,2024-08-05
2024-08-05 14:45:00,0.0,2024,8,5,14,45,0,218,94615.0,2024-08-05
2024-08-05 14:50:00,0.0,2024,8,5,14,50,0,218,94620.0,2024-08-05
2024-08-05 14:55:00,0.0,2024,8,5,14,55,0,218,94625.0,2024-08-05
2024-08-05 15:00:00,0.0,2024,8,5,15,0,0,218,94630.0,2024-08-05
2024-08-05 15:05:00,0.0,2024,8,5,15,5,0,218,94635.0,2024-08-05
2024-08-05 15:10:00,0.0,2024,8,5,15,10,0,218,94640.0,2024-08-05
2024-08-05 15:15:00,0.0,2024,8,5,15,15,0,218,94645.0,2024-08-05
2024-08-05 15:20:00,0.0,2024,8,5,15,20,0,218,94650.0,2024-08-05
2024-08-05 15:25:00,0.0,2024,8,5,15,25,0,218,94655.0,2024-08-05
2024-08-05 15:30:00,0.0,2024,8,5,15,30,0,218,94660.0,2024-08-05
2024-08-05 15:35:00,0.0,2024,8,5,15,35,0,218,94665.0,2024-08-05
2024-08-05 15:40:00,0.0,2024,8,5,15,40,0,218,94670.0,2024-08-05
2024-08-05 15:45:00,0.0,2024,8,5,15,45,0,218,94675.0,2024-08-05
2024-08-05 15:50:00,0.0,2024,8,5,15,50,0,218,94680.0,2024-08-05
2024-08-05 15:55:00,0.0,2024,8,5,15,55,0,218,94685.0,2024-08-05
2024-08-05 16:00:00,0.0,2024,8,5,16,0,0,218,94690.0,2024-08-05
2024-08-05 16:05:00,0.0,2024,8,5,16,5,0,218,94695.0,2024-08-05
2024-08-05 16:10:00,0.0,2024,8,5,16,10,0,218,94700.0,2024-08-05
2024-08-05 16:15:00,0.0,2024,8,5,16,15,0,218,94705.0,2024-08-05
2024-08-05 16:20:00,0.0,2024,8,5,16,20,0,218,94710.0,2024-08-05
2024-08-05 16:25:00,0.0,2024,8,5,16,25,0,218,94715.0,2024-08-05
2024-08-05 16:30:00,0.0,2024,8,5,16,30,0,218,94720.0,2024-08-05
2024-08-05 16:35:00,0.0,2024,8,5,16,35,0,218,94725.0,2024-08-05
2024-08-05 16:40:00,0.0,2024,8,5,16,40,0,218,94730.0,2024-08-05
2024-08-05 16:45:00,0.0,2024,8,5,16,45,0,218,94735.0,2024-08-05
2024-08-05 16:50:00,0.0,2024,8,5,16,50,0,218,94740.0,2024-08-05
2024-08-05 16:55:00,0.0,2024,8,5,16,55,0,218,94745.0,2024-08-05
2024-08-05 17:00:00,0.0,2024,8,5,17,0,0,218,94750.0,2024-08-05
2024-08-05 17:05:00,0.0,2024,8,5,17,5,0,218,94755.0,2024-08-05
2024-08-05 17:10:00,0.0,2024,8,5,17,10,0,218,94760.0,2024-08-05
2024-08-05 17:15:00,0.0,2024,8,5,17,15,0,218,94765.0,2024-08-05
2024-08-05 17:20:00,0.0,2024,8,5,17,20,0,218,94770.0,2024-08-05
2024-08-05 17:25:00,0.0,2024,8,5,17,25,0,218,94775.0,2024-08-05
2024-08-05 17:30:00,0.0,2024,8,5,17,30,0,218,94780.0,2024-08-05
2024-08-05 17:35:00,0.0,2024,8,5,17,35,0,218,94785.0,2024-08-05
2024-08-05 17:40:00,0.0,2024,8,5,17,40,0,218,94790.0,2024-08-05
2024-08-05 17:45:00,0.0,2024,8,5,17,45,0,218,94795.0,2024-08-05
2024-08-05 17:50:00,0.0,2024,8,5,17,50,0,218,94800.0,2024-08-05
2024-08-05 17:55:00,0.0,2024,8,5,17,55,0,218,94805.0,2024-08-05
2024-08-05 18:00:00,0.0,2024,8,5,18,0,0,218,94810.0,2024-08-05
2024-08-05 18:05:00,0.0,2024,8,5,18,5,0,218,94815.0,2024-08-05
2024-08-05 18:10:00,0.0,2024,8,5,18,10,0,218,94820.0,2024-08-05
2024-08-05 18:15:00,0.0,2024,8,5,18,15,0,218,94825.0,2024-08-05
2024-08-05 18:20:00,0.0,2024,8,5,18,20,0,218,94830.0,2024-08-05
2024-08-05 18:25:00,0.0,2024,8,5,18,25,0,218,94835.0,2024-08-05
2024-08-05 18:30:00,0.0,2024,8,5,18,30,0,218,94840.0,2024-08-05
2024-08-05 18:35:00,0.0,2024,8,5,18,35,0,218,94845.0,2024-08-05
2024-08-05 18:40:00,0.0,2024,8,5,18,40,0,218,94850.0,2024-08-05
2024-08-05 18:45:00,0.0,2024,8,5,18,45,0,218,94855.0,2024-08-05
2024-08-05 18:50:00,0.0,2024,8,5,18,50,0,218,94860.0,2024-08-05
2024-08-05 18:55:00,0.0,2024,8,5,18,55,0,218,94865.0,2024-08-05
2024-08-05 19:00:00,0.0,2024,8,5,19,0,0,218,94870.0,2024-08-05
2024-08-05 19:05:00,0.0,2024,8,5,19,5,0,218,94875.0,2024-08-05
2024-08-05 19:10:00,0.0,2024,8,5,19,10,0,218,94880.0,2024-08-05
2024-08-05 19:15:00,0.0,2024,8,5,19,15,0,218,94885.0,2024-08-05
2024-08-05 19:20:00,0.0,2024,8,5,19,20,0,218,94890.0,2024-08-05
2024-08-05 19:25:00,0.0,2024,8,5,19,25,0,218,94895.0,2024-08-05
2024-08-05 19:30:00,0.0,2024,8,5,19,30,0,218,94900.0,2024-08-05
2024-08-05 19:35:00,0.0,2024,8,5,19,35,0,218,94905.0,2024-08-05
2024-08-05 19:40:00,0.0,2024,8,5,19,40,0,218,94910.0,2024-08-05
2024-08-05 19:45:00,0.0,2024,8,5,19,45,0,218,94915.0,2024-08-05
2024-08-05 19:50:00,0.0,2024,8,5,19,50,0,218,94920.0,2024-08-05
2024-08-05 19:55:00,0.0,2024,8,5,19,55,0,218,94925.0,2024-08-05
2024-08-05 20:00:00,0.0,2024,8,5,20,0,0,218,94930.0,2024-08-05
2024-08-05 20:05:00,0.0,2024,8,5,20,5,0,218,94935.0,2024-08-05
2024-08-05 20:10:00,0.0,2024,8,5,20,10,0,218,94940.0,2024-08-05
2024-08-05 20:15:00,0.0,2024,8,5,20,15,0,218,94945.0,2024-08-05
2024-08-05 20:20:00,0.0,2024,8,5,20,20,0,218,94950.0,2024-08-05
2024-08-05 20:25:00,0.0,2024,8,5,20,25,0,218,94955.0,2024-08-05
2024-08-05 20:30:00,0.0,2024,8,5,20,30,0,218,94960.0,2024-08-05
2024-08-05 20:35:00,0.0,2024,8,5,20,35,0,218,94965.0,2024-08-05
2024-08-05 20:40:00,0.0,2024,8,5,20,40,0,218,94970.0,2024-08-05
2024-08-05 20:45:00,0.0,2024,8,5,20,45,0,218,94975.0,2024-08-05
2024-08-05 20:50:00,0.0,2024,8,5,20,50,0,218,94980.0,2024-08-05
2024-08-05 20:55:00,0.0,2024,8,5,20,55,0,218,94985.0,2024-08-05
2024-08-05 21:00:00,0.0,2024,8,5,21,0,0,218,94990.0,2024-08-05
2024-08-05 21:05:00,0.0,2024,8,5,21,5,0,218,94995.0,2024-08-05
2024-08-05 21:10:00,0.0,2024,8,5,21,10,0,218,95000.0,2024-08-05
2024-08-05 21:15:00,0.0,2024,8,5,21,15,0,218,95005.0,2024-08-05
2024-08-05 21:20:00,0.0,2024,8,5,21,20,0,218,95010.0,2024-08-05
2024-08-05 21:25:00,0.0,2024,8,5,21,25,0,218,95015.0,2024-08-05
2024-08-05 21:30:00,0.0,2024,8,5,21,30,0,218,95020.0,2024-08-05
2024-08-05 21:35:00,0.0,2024,8,5,21,35,0,218,95025.0,2024-08-05
2024-08-05 21:40:00,0.0,2024,8,5,21,40,0,218,95030.0,2024-08-05
2024-08-05 21:45:00,0.0,2024,8,5,21,45,0,218,95035.0,2024-08-05
2024-08-05 21:50:00,0.0,2024,8,5,21,50,0,218,95040.0,2024-08-05
2024-08-05 21:55:00,0.0,2024,8,5,21,55,0,218,95045.0,2024-08-05
2024-08-05 22:00:00,0.0,2024,8,5,22,0,0,218,95050.0,2024-08-05
2024-08-05 22:05:00,0.0,2024,8,5,22,5,0,218,95055.0,2024-08-05
2024-08-05 22:10:00,0.0,2024,8,5,22,10,0,218,95060.0,2024-08-05
2024-08-05 22:15:00,1370.74,2024,8,5,22,15,0,218,95065.0,2024-08-05
2024-08-05 22:20:00,1515.16,2024,8,5,22,20,0,218,95070.0,2024-08-05
2024-08-05 22:25:00,1694.63,2024,8,5,22,25,0,218,95075.0,2024-08-05
2024-08-05 22:30:00,1888.54,2024,8,5,22,30,0,218,95080.0,2024-08-05
2024-08-05 22:35:00,2195.7,2024,8,5,22,35,0,218,95085.0,2024-08-05
2024-08-05 22:40:00,2663.41,2024,8,5,22,40,0,218,95090.0,2024-08-05
2024-08-05 22:45:00,3080.02,2024,8,5,22,45,0,218,95095.0,2024-08-05
2024-08-05 22:50:00,3430.58,2024,8,5,22,50,0,218,95100.0,2024-08-05
2024-08-05 22:55:00,4922.24,2024,8,5,22,55,0,218,95105.0,2024-08-05
2024-08-05 23:00:00,5878.16,2024,8,5,23,0,0,218,95110.0,2024-08-05
2024-08-05 23:05:00,6524.35,2024,8,5,23,5,0,218,95115.0,2024-08-05
2024-08-05 23:10:00,7644.55,2024,8,5,23,10,0,218,95120.0,2024-08-05
2024-08-05 23:15:00,8410.14,2024,8,5,23,15,0,218,95125.0,2024-08-05
2024-08-05 23:20:00,9540.470000000001,2024,8,5,23,20,0,218,95130.0,2024-08-05
2024-08-05 23:25:00,10395.380000000001,2024,8,5,23,25,0,218,95135.0,2024-08-05
2024-08-05 23:30:00,11506.970000000001,2024,8,5,23,30,0,218,95140.0,2024-08-05
2024-08-05 23:35:00,12585.01,2024,8,5,23,35,0,218,95145.0,2024-08-05
2024-08-05 23:40:00,13558.2,2024,8,5,23,40,0,218,95150.0,2024-08-05
2024-08-05 23:45:00,14526.189999999999,2024,8,5,23,45,0,218,95155.0,2024-08-05
2024-08-05 23:50:00,15798.92,2024,8,5,23,50,0,218,95160.0,2024-08-05
2024-08-05 23:55:00,17135.760000000002,2024,8,5,23,55,0,218,95165.0,2024-08-05
2024-08-06 00:00:00,18140.33,2024,8,6,0,0,1,219,95170.0,2024-08-06
2024-08-06 00:05:00,19164.32,2024,8,6,0,5,1,219,95175.0,2024-08-06
2024-08-06 00:10:00,21024.42,2024,8,6,0,10,1,219,95180.0,2024-08-06
2024-08-06 00:15:00,22052.25,2024,8,6,0,15,1,219,95185.0,2024-08-06
2024-08-06 00:20:00,23146.620000000003,2024,8,6,0,20,1,219,95190.0,2024-08-06
2024-08-06 00:25:00,24766.53,2024,8,6,0,25,1,219,95195.0,2024-08-06
2024-08-06 00:30:00,25522.82,2024,8,6,0,30,1,219,95200.0,2024-08-06
2024-08-06 00:35:00,26993.97,2024,8,6,0,35,1,219,95205.0,2024-08-06
2024-08-06 00:40:00,27807.17,2024,8,6,0,40,1,219,95210.0,2024-08-06
2024-08-06 00:45:00,29897.22,2024,8,6,0,45,1,219,95215.0,2024-08-06
2024-08-06 00:50:00,30750.190000000002,2024,8,6,0,50,1,219,95220.0,2024-08-06
2024-08-06 00:55:00,29601.059999999998,2024,8,6,0,55,1,219,95225.0,2024-08-06
2024-08-06 01:00:00,33587.08,2024,8,6,1,0,1,219,95230.0,2024-08-06
2024-08-06 01:05:00,33722.56,2024,8,6,1,5,1,219,95235.0,2024-08-06
2024-08-06 01:10:00,36646.020000000004,2024,8,6,1,10,1,219,95240.0,2024-08-06
2024-08-06 01:15:00,37320.2,2024,8,6,1,15,1,219,95245.0,2024-08-06
2024-08-06 01:20:00,35399.009999999995,2024,8,6,1,20,1,219,95250.0,2024-08-06
2024-08-06 01:25:00,37601.479999999996,2024,8,6,1,25,1,219,95255.0,2024-08-06
2024-08-06 01:30:00,35190.22,2024,8,6,1,30,1,219,95260.0,2024-08-06
2024-08-06 01:35:00,40332.64,2024,8,6,1,35,1,219,95265.0,2024-08-06
2024-08-06 01:40:00,41045.29,2024,8,6,1,40,1,219,95270.0,2024-08-06
2024-08-06 01:45:00,41167.45,2024,8,6,1,45,1,219,95275.0,2024-08-06
2024-08-06 01:50:00,41426.630000000005,2024,8,6,1,50,1,219,95280.0,2024-08-06
2024-08-06 01:55:00,42284.130000000005,2024,8,6,1,55,1,219,95285.0,2024-08-06
2024-08-06 02:00:00,43994.729999999996,2024,8,6,2,0,1,219,95290.0,2024-08-06
2024-08-06 02:05:00,44849.65,2024,8,6,2,5,1,219,95295.0,2024-08-06
2024-08-06 02:10:00,45690.45,2024,8,6,2,10,1,219,95300.0,2024-08-06
2024-08-06 02:15:00,45101.16,2024,8,6,2,15,1,219,95305.0,2024-08-06
2024-08-06 02:20:00,46802.41,2024,8,6,2,20,1,219,95310.0,2024-08-06
2024-08-06 02:25:00,47859.0,2024,8,6,2,25,1,219,95315.0,2024-08-06
2024-08-06 02:30:00,47392.4,2024,8,6,2,30,1,219,95320.0,2024-08-06
2024-08-06 02:35:00,48064.83,2024,8,6,2,35,1,219,95325.0,2024-08-06
2024-08-06 02:40:00,48444.22,2024,8,6,2,40,1,219,95330.0,2024-08-06
2024-08-06 02:45:00,49526.270000000004,2024,8,6,2,45,1,219,95335.0,2024-08-06
2024-08-06 02:50:00,48996.729999999996,2024,8,6,2,50,1,219,95340.0,2024-08-06
2024-08-06 02:55:00,50546.89,2024,8,6,2,55,1,219,95345.0,2024-08-06
2024-08-06 03:00:00,50428.32,2024,8,6,3,0,1,219,95350.0,2024-08-06
2024-08-06 03:05:00,51598.47,2024,8,6,3,5,1,219,95355.0,2024-08-06
2024-08-06 03:10:00,51000.770000000004,2024,8,6,3,10,1,219,95360.0,2024-08-06
2024-08-06 03:15:00,51786.979999999996,2024,8,6,3,15,1,219,95365.0,2024-08-06
2024-08-06 03:20:00,52736.490000000005,2024,8,6,3,20,1,219,95370.0,2024-08-06
2024-08-06 03:25:00,53310.67,2024,8,6,3,25,1,219,95375.0,2024-08-06
2024-08-06 03:30:00,53975.91,2024,8,6,3,30,1,219,95380.0,2024-08-06
2024-08-06 03:35:00,54304.34,2024,8,6,3,35,1,219,95385.0,2024-08-06
2024-08-06 03:40:00,54069.89,2024,8,6,3,40,1,219,95390.0,2024-08-06
2024-08-06 03:45:00,55372.509999999995,2024,8,6,3,45,1,219,95395.0,2024-08-06
2024-08-06 03:50:00,54720.82,2024,8,6,3,50,1,219,95400.0,2024-08-06
2024-08-06 03:55:00,55916.85,2024,8,6,3,55,1,219,95405.0,2024-08-06
2024-08-06 04:00:00,58102.740000000005,2024,8,6,4,0,1,219,95410.0,2024-08-06
2024-08-06 04:05:00,45541.759999999995,2024,8,6,4,5,1,219,95415.0,2024-08-06
2024-08-06 04:10:00,58841.990000000005,2024,8,6,4,10,1,219,95420.0,2024-08-06
2024-08-06 04:15:00,58302.3,2024,8,6,4,15,1,219,95425.0,2024-08-06
2024-08-06 04:20:00,56815.259999999995,2024,8,6,4,20,1,219,95430.0,2024-08-06
2024-08-06 04:25:00,58368.19,2024,8,6,4,25,1,219,95435.0,2024-08-06
2024-08-06 04:30:00,56053.42,2024,8,6,4,30,1,219,95440.0,2024-08-06
2024-08-06 04:35:00,28688.34,2024,8,6,4,35,1,219,95445.0,2024-08-06
2024-08-06 04:40:00,58559.240000000005,2024,8,6,4,40,1,219,95450.0,2024-08-06
2024-08-06 04:45:00,57856.42,2024,8,6,4,45,1,219,95455.0,2024-08-06
2024-08-06 04:50:00,58353.03,2024,8,6,4,50,1,219,95460.0,2024-08-06
2024-08-06 04:55:00,56935.64,2024,8,6,4,55,1,219,95465.0,2024-08-06
2024-08-06 05:00:00,55989.97,2024,8,6,5,0,1,219,95470.0,2024-08-06
2024-08-06 05:05:00,58465.43,2024,8,6,5,5,1,219,95475.0,2024-08-06
2024-08-06 05:10:00,60114.44,2024,8,6,5,10,1,219,95480.0,2024-08-06
2024-08-06 05:15:00,60418.55,2024,8,6,5,15,1,219,95485.0,2024-08-06
2024-08-06 05:20:00,61112.61,2024,8,6,5,20,1,219,95490.0,2024-08-06
2024-08-06 05:25:00,58451.91,2024,8,6,5,25,1,219,95495.0,2024-08-06
2024-08-06 05:30:00,59187.28,2024,8,6,5,30,1,219,95500.0,2024-08-06
2024-08-06 05:35:00,59198.729999999996,2024,8,6,5,35,1,219,95505.0,2024-08-06
2024-08-06 05:40:00,54987.72,2024,8,6,5,40,1,219,95510.0,2024-08-06
2024-08-06 05:45:00,20885.68,2024,8,6,5,45,1,219,95515.0,2024-08-06
2024-08-06 05:50:00,19214.23,2024,8,6,5,50,1,219,95520.0,2024-08-06
2024-08-06 05:55:00,56242.18,2024,8,6,5,55,1,219,95525.0,2024-08-06
2024-08-06 06:00:00,54830.1,2024,8,6,6,0,1,219,95530.0,2024-08-06
2024-08-06 06:05:00,53878.34,2024,8,6,6,5,1,219,95535.0,2024-08-06
2024-08-06 06:10:00,54515.479999999996,2024,8,6,6,10,1,219,95540.0,2024-08-06
2024-08-06 06:15:00,39180.11,2024,8,6,6,15,1,219,95545.0,2024-08-06
2024-08-06 06:20:00,37619.07,2024,8,6,6,20,1,219,95550.0,2024-08-06
2024-08-06 06:25:00,20358.190000000002,2024,8,6,6,25,1,219,95555.0,2024-08-06
2024-08-06 06:30:00,52840.71,2024,8,6,6,30,1,219,95560.0,2024-08-06
2024-08-06 06:35:00,52159.259999999995,2024,8,6,6,35,1,219,95565.0,2024-08-06
2024-08-06 06:40:00,19992.96,2024,8,6,6,40,1,219,95570.0,2024-08-06
2024-08-06 06:45:00,51305.94,2024,8,6,6,45,1,219,95575.0,2024-08-06
2024-08-06 06:50:00,50107.83,2024,8,6,6,50,1,219,95580.0,2024-08-06
2024-08-06 06:55:00,51651.490000000005,2024,8,6,6,55,1,219,95585.0,2024-08-06
2024-08-06 07:00:00,49775.67,2024,8,6,7,0,1,219,95590.0,2024-08-06
2024-08-06 07:05:00,38617.729999999996,2024,8,6,7,5,1,219,95595.0,2024-08-06
2024-08-06 07:10:00,44936.22,2024,8,6,7,10,1,219,95600.0,2024-08-06
2024-08-06 07:15:00,49872.490000000005,2024,8,6,7,15,1,219,95605.0,2024-08-06
2024-08-06 07:20:00,48910.619999999995,2024,8,6,7,20,1,219,95610.0,2024-08-06
2024-08-06 07:25:00,28187.72,2024,8,6,7,25,1,219,95615.0,2024-08-06
2024-08-06 07:30:00,46769.14,2024,8,6,7,30,1,219,95620.0,2024-08-06
2024-08-06 07:35:00,45705.44,2024,8,6,7,35,1,219,95625.0,2024-08-06
2024-08-06 07:40:00,44955.740000000005,2024,8,6,7,40,1,219,95630.0,2024-08-06
2024-08-06 07:45:00,44229.6,2024,8,6,7,45,1,219,95635.0,2024-08-06
2024-08-06 07:50:00,42733.33,2024,8,6,7,50,1,219,95640.0,2024-08-06
2024-08-06 07:55:00,23530.57,2024,8,6,7,55,1,219,95645.0,2024-08-06
2024-08-06 08:00:00,13945.59,2024,8,6,8,0,1,219,95650.0,2024-08-06
2024-08-06 08:05:00,11126.060000000001,2024,8,6,8,5,1,219,95655.0,2024-08-06
2024-08-06 08:10:00,38553.95,2024,8,6,8,10,1,219,95660.0,2024-08-06
2024-08-06 08:15:00,10367.18,2024,8,6,8,15,1,219,95665.0,2024-08-06
2024-08-06 08:20:00,39378.78,2024,8,6,8,20,1,219,95670.0,2024-08-06
2024-08-06 08:25:00,9571.470000000001,2024,8,6,8,25,1,219,95675.0,2024-08-06
2024-08-06 08:30:00,9516.98,2024,8,6,8,30,1,219,95680.0,2024-08-06
2024-08-06 08:35:00,8116.02,2024,8,6,8,35,1,219,95685.0,2024-08-06
2024-08-06 08:40:00,9937.33,2024,8,6,8,40,1,219,95690.0,2024-08-06
2024-08-06 08:45:00,31051.010000000002,2024,8,6,8,45,1,219,95695.0,2024-08-06
2024-08-06 08:50:00,29470.879999999997,2024,8,6,8,50,1,219,95700.0,2024-08-06
2024-08-06 08:55:00,28593.42,2024,8,6,8,55,1,219,95705.0,2024-08-06
2024-08-06 09:00:00,27612.260000000002,2024,8,6,9,0,1,219,95710.0,2024-08-06
2024-08-06 09:05:00,26182.46,2024,8,6,9,5,1,219,95715.0,2024-08-06
2024-08-06 09:10:00,25154.48,2024,8,6,9,10,1,219,95720.0,2024-08-06
2024-08-06 09:15:00,24067.67,2024,8,6,9,15,1,219,95725.0,2024-08-06
2024-08-06 09:20:00,22361.53,2024,8,6,9,20,1,219,95730.0,2024-08-06
2024-08-06 09:25:00,21292.96,2024,8,6,9,25,1,219,95735.0,2024-08-06
